title,authors,tags,quality_rating,rating_label,key_review,confidence,reading_status,date_added
穿過慾望之城,Mohsin Hamid,#中譯、1. fiction,3.0,暢銷好評,Hamid作品，好評文學小說。,推測,read,2024-06-17 13:19:48.927000
密涅瓦的思考習慣訓練,李佳達| 劉劭穎. 黃禮宏,#台版、2. methodology,3.0,流行實用,引介 Minerva 思維習慣的整理之作,推測,DNF,2024-06-17 13:21:04.752029
那不勒斯故事2：新身分新命運,Elena Ferrante,#台版、1. fiction,4.0,領域重要作品,同系列第二部。原書名：The Story of a New Name,推測,,2024-06-10 13:21:04
臺灣路上：蔡英文的非典型力量,Arnaud Vaulerin,#台版、2. monde/Taiwan,3.0,時事傳記,法國記者的蔡英文傳，觀察扎實屬時效性作品,推測,,2024-06-17 13:21:04.908763
哈姆雷特,William Shakespeare,#中譯、1. classic、📚fundamental reading list,5.0,學科經典,西方文學最著名戲劇，莎劇之冠。原書名：Hamlet,推測,,2022-01-19 16:00:00
亨利四世（上）,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇歷史劇經典，Falstaff為文學史不朽角色。原書名：Henry IV Part 1,推測,,2022-01-19 16:00:00
亨利四世（下）,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇歷史劇經典。原書名：Henry IV Part 2,推測,,2022-01-19 16:00:00
馴悍記,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇喜劇經典。原書名：The Taming of the Shrew,推測,,2022-01-19 16:00:00
錯誤的喜劇,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇早期喜劇。原書名：The Comedy of Errors,推測,,2022-01-19 16:00:00
仲夏夜之夢,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇最著名喜劇之一。原書名：A Midsummer Night's Dream,推測,,2022-01-19 16:00:00
羅密歐與朱麗葉,William Shakespeare,#中譯、1. classic、📚fundamental reading list,5.0,學科經典,西方文學最著名愛情悲劇。原書名：Romeo and Juliet,推測,,2022-01-19 16:00:00
約翰王,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇歷史劇。原書名：King John,推測,,2022-01-19 16:00:00
皆大歡喜,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇田園喜劇經典。原書名：As You Like It,推測,,2022-01-19 16:00:00
泰特斯·安德洛尼克斯,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇早期悲劇。原書名：Titus Andronicus,推測,,2022-01-19 16:00:00
第十二夜,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇喜劇經典。原書名：Twelfth Night,推測,,2022-01-19 16:00:00
理查二世,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇歷史劇。原書名：Richard II,推測,,2022-01-19 16:00:00
李爾王,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇四大悲劇之一。原書名：King Lear,推測,,2022-01-19 16:00:00
奧賽羅,William Shakespeare,#中譯、1. classic、📚fundamental reading list,5.0,學科經典,莎劇四大悲劇之一。原書名：Othello,推測,,2022-01-19 16:00:00
威尼斯商人,William Shakespeare,#中譯、1. classic,5.0,學科經典,莎劇經典，文學與法律史的重要作品。原書名：The Merchant of Venice,推測,,2022-01-19 16:00:00
白痴,Fyodor Dostoyevsky,#中譯、1. classic,5.0,學科經典,杜斯妥也夫斯基四大長篇之一。原書名：The Idiot,推測,,2024-06-26 02:49:34.961434
百萬富翁快車道,M.J. DeMarco,#中譯、3. money、4. self-dev,2.0,小眾自出版,原名 The Millionaire Fastlane，創業圈流行但非主流認可,推測,,2024-06-26 02:49:35.130034
"莎士比亞全集（共39本, 英漢雙語）",William Shakespeare,#中譯、1. classic、📚fundamental reading list,5.0,學科經典,英語文學正典中的正典。,推測,,2022-01-19 16:00:00
牛津通識讀本百本紀念套裝,Oxford,#中譯、2. sociology/science,4.0,學術入門系列,Oxford Very Short Introduction 系列百本合集，涵蓋人文社科自然各領域,推測,,2022-01-19 16:00:00
人生給的答案 II,Timothy Ferriss,#台版、2. mind,3.0,流行暢銷,Tim Ferriss 首部訪談集,推測,,2023-07-06 06:16:20
生命中不能承受之輕,Milan Kundera,#台版、紙本書、1. classic,5.0,學科經典,二十世紀最重要小說之一，哲學小說經典。原書名：The Unbearable Lightness of Being,推測,,0101-01-01 00:00:00
深度思考的技術,楊大輝,#台版、2. methodology,3.0,流行實用,學習方法好評綜述，非原創研究,推測,,2024-07-06 06:16:20.742061
卡繆反抗三部曲套書：《瘟疫》＋《反抗者》＋《正義者》,Albert Camus,#台版、1. classic,5.0,學科經典,諾貝爾獎得主，《瘟疫》《反抗者》《正義者》皆為存在主義正典。,推測,,2024-07-06 06:16:20.799848
人鼠之間,John Ernst Steinbeck,#台版、1. classic、📚fundamental reading list,5.0,學科經典,諾貝爾獎得主代表作之一，美國文學正典。原書名：Of Mice and Men,推測,,2024-07-06 06:16:20.831617
何處安居？法國哲學大師布魯諾．拉圖最後十二堂課,Bruno Latour| Nicolas Truong,#台版、2. sociology/science,4.0,學術佳作,Latour 晚期重要著作，2017 年出版，人類世與新氣候政治思考，法國哲學界影響深遠,推測,,2024-07-06 06:16:20.988969
嘯風山莊,Emily Brontë,#台版、1. classic、📚fundamental reading list,5.0,學科經典,英國文學正典，哥德式文學經典。原書名：Wuthering Heights,推測,,2024-07-06 06:16:21.036965
靈魂不歸法律管︰給現代公民的第一堂法律思辨課,黃榮堅,#台版、2. philosophy,4.0,名家法普,台大刑法權威的法哲學散文，法普標竿,推測,,2024-07-06 06:16:21.066138
作家筆記,William Maugham,#中譯、1. BoB,4.0,作家隨筆經典,毛姆經典隨筆，對 20 世紀英語文學有持續影響，為作家自傳體散文典範,推測,,2024-07-06 06:16:21.104000
角谷的藏書架：,角谷美智子,#中譯、1. BoB,3.0,書評文集,普立茲獎評論家，NYT 首席書評 100+ 書精選，Oprah 推薦,推測,read,2024-07-06 06:16:21.371454
納博科夫短篇小說全集,Vladimir Nabokov,#中譯、1. classic,5.0,學科經典,二十世紀最偉大文體家之一的短篇全集。原書名：Collected Stories,推測,,2024-07-06 06:16:21.395022
另類事實：關於知識和它的敵人,Asa Wikforss,#台版、📚人為什麼反智、1. non-fiction/紀實,4.0,哲學佳作,Stockholm 大學哲學教授，瑞典學院院士，10 萬冊贈送學生，後真相時代知識論入門,推測,,2024-07-06 06:16:21.479000
多巴胺國度：在縱慾年代找到身心平衡,Anna Lembke,#台版、2. sociology/science,4.0,科學佳作,Stanford 成癮醫學教授，NYT 暢銷書，Publishers Weekly 星級評論，成癮神經科學普及,推測,,2024-07-06 06:16:21.543336
閱讀是砍向我們內心冰封大海的斧頭,Franz Kafka,#中譯、1. BoB,4.0,作家書信集,卡夫卡書信名句彙編，揭示現代主義大師的閱讀觀與創作觀,推測,,2024-07-06 06:16:21.586107
讀書與書籍,Arthur Schopenhauer,#中譯、1. BoB,5.0,哲學經典,《附錄與補遺》名篇，19 世紀以來影響深遠的閱讀哲學,推測,,2024-07-06 06:16:21.603034
野性的呼喚：傑克．倫敦小說選,Jack London,#台版、1. classic,5.0,學科經典,美國文學正典，自然主義文學經典。原書名：The Call of the Wild,推測,,2024-07-06 06:16:21.826396
飽食窮民,齋藤茂男,#中譯、1. non-fiction/紀實,4.0,報導文學經典,日本傳奇記者的泡沫時代報導名作，華文圈再發現,推測,,2024-07-06 06:16:21.926527
真正的快樂處方,Anders Hansen,#台版、2. mind,3.0,優秀普及作品,瑞典精神科醫師科普作品,推測,,2024-07-06 06:16:21.968381
人生給的答案 I,Timothy Ferriss,#台版、2. mind,3.0,流行暢銷,NYT 暢銷書,推測,,2023-07-06 06:16:22
人類時代：我們所塑造的世界,Diane Ackerman,#台版、2. sociology/science,3.0,科普作品,《乞力馬札羅山的氣息》作者，NYT 稱「耀眼成就」，人類世議題探索但被批評缺乏深度,推測,,2024-07-06 06:16:22.128549
Brave New Words: How AI Will Revolutionize Education (and Why That's a Good Thing),Salman Khan,2. methodology、#LLMs 翻譯,3.0,流行暢銷,Khan Academy 創辦人著作，2024 年出版，廣受好評但缺乏學術深度,推測,read,2024-07-06 07:06:54.678776
圖書館生滅史,Andrew Pettegree| Arthur der Weduwen,#台版、1. BoB,4.0,書籍史佳作,荷蘭聖安德魯斯大學學者著作，書籍與圖書館史領域重要貢獻,推測,,2024-07-06 07:22:52.764377
魔術師時代：哲學的黃金十年（1919—1929）,Wolfram Eilenberger,#中譯、2. philosophy,5.0,思想史佳作,原名 Time of the Magicians，維根斯坦/海德格爾/班雅明/卡西勒，多項大獎,推測,,2024-07-06 07:22:52.816068
禪與摩托車維修藝術,Robert M.Pirsig,#中譯、2. mind,5.0,文化經典,121 次退稿後暢銷 500 萬冊,推測,,2024-07-06 07:22:52.902551
創建之道,Tony Fadell,#台版、4. self-dev,4.0,業界佳作,原名 Build，iPod 發明者/Nest 創辦人，產品開發內行人視角,推測,,2025-02-02 07:22:52
瞄過一眼就忘不了的世界史,山崎圭一,#台版、2. monde,2.0,日本作品,日本高中教師，世界史入門，英語世界認知有限,推測,,2024-07-06 07:22:53.467099
思辨，從問對問題開始,M. Neil Browne,#台版、2. methodology,4.0,批判思維教科書,1982 年初版，12 版 16 種語言，Bowling Green 教授著作，批判思維標準教材,推測,,2024-07-06 07:22:53.627538
影響的剖析,Harold Bloom,#中譯、1. theorie litteraire,4.0,批評大師著作,Bloom 晚期著作，延續影響焦慮理論，學術性高,推測,,2024-07-06 07:22:54.321418
讓思考變得可見,Ron Ritchhart| Mark Church| Karin Morrison,#台版、2. methodology,4.0,教育方法佳作,Harvard Project Zero 研究員著作，總統教學卓越獎得主，思考例程教學法經典,推測,,2024-07-06 07:22:54.354244
平等的反思,Thomas Piketty,#台版、2. sociology/science,4.0,經濟學佳作,《21世紀資本論》作者新作，Harvard Press，NYT 編輯精選，平等史簡明版,推測,,2024-07-06 07:22:54.452164
布里格手記,Rainer Maria Rilke,#中譯、1. fiction,5.0,學科經典,現代主義小說經典，二十世紀最偉大詩人之散文代表作。原書名：The Notebooks of Malte Laurids Brigge,推測,,2024-07-06 07:22:54.485659
Essays: A collection of Paul Graham writings,Paul Graham,#原文書、1. non-fiction/紀實,4.0,科技思想佳作,Y Combinator 共同創辦人，200+ 篇文章影響矽谷創業文化，「Founder Mode」等概念進入創業詞彙,推測,,2024-07-06 07:23:03.947936
人類圖自學聖經,Karen Curry,#台版、3. communication,2.0,偽科學,Human Design 無實證基礎，不推薦,推測,read,2024-07-08 09:46:18.768626
超速學習,Scott H. Young,#台版、2. methodology,3.0,流行暢銷,華爾街日報暢銷書，自學方法論，廣受推薦但非學術研究,推測,,2023-07-08 09:46:18
起床後的黃金1小時：揭開64位成功人士培養高效率的祕密時光，從他們的創意晨型活動中，建立屬於自己的高生產力、高抗壓生活習慣,Benjamin Spall| Michael Xander,#台版、2. methodology,3.0,流行暢銷,FT/Amazon 2018 年度商業書，64 位成功人士晨間習慣，但被批評重複性高,推測,read,2024-07-08 09:46:18.967938
練習的心境,Thomas M. Sterner,#台版、2. methodology,3.0,暢銷佳作,Roy Baumeister (《意志力》作者) 推薦，專注過程而非目標的練習哲學，實用但非學術經典,推測,,2023-07-08 09:46:19
最高學習法,Jared Cooney Horvath,#台版、2. methodology,3.0,學習科普,Harvard/Melbourne 神經科學研究員，學習科學普及作品，教師社群好評但非學術經典,推測,,2023-11-08 09:46:20
海風酒店,吳明益,#台版、1. fiction,4.0,名家長篇,台灣代表性小說家近作，花蓮書寫，評價良好,推測,,2024-07-26 05:08:14.429344
告別,金英夏,#台版、1. fiction,4.0,名家長篇,韓國一線作家的科幻轉向長篇（작별인사），暢銷好評,推測,read,2024-07-26 05:08:14.471745
寶貴的人生建議,Kevin Kelly,#中譯、4. self-dev,3.0,智慧集錦,原名 Excellent Advice for Living，Wired 創刊編輯，格言集非系統著作,推測,,2024-07-27 05:08:14
反智,David Robert Grimes,#台版、2. sociology/science、📚人為什麼反智,3.0,科普作品,2014 年 Maddox 科學獎得主，Richard Dawkins 推薦，批判思維與反錯誤資訊普及讀物,推測,,2024-07-26 05:08:14.532712
基地系列二：基地與帝國,Isaac Asimov,#台版、1. fiction,5.0,學科經典,基地三部曲之一。原書名：Foundation and Empire,推測,,2024-07-26 05:08:15.954863
基地系列一：基地,Isaac Asimov,#台版、1. fiction,5.0,學科經典,雨果獎最佳系列，科幻文學正典。原書名：Foundation,推測,,2024-07-26 05:08:15.981131
基地系列三：第二基地,Isaac Asimov,#台版、1. fiction,5.0,學科經典,基地三部曲之一，同屬雨果獎最佳系列。原書名：Second Foundation,推測,,2024-07-26 05:08:16.002937
閱讀整理學,外山滋比古,#台版、2. methodology,4.0,日本閱讀經典,《思考の整理學》作者，御茶水女子大學名譽教授，閱讀方法論經典,推測,,2024-07-26 05:08:25.069919
相約星期二,Mitch Albom,#中譯、2. mind,4.0,優秀回憶錄,暢銷千萬冊,推測,,2024-08-12 06:53:40.411423
The Fallacy Detective: Thirty-Eight Lessons on How to Recognize Bad Reasoning,Nathaniel Bluedorn & Hans Bluedorn & Rob Corley & Tim Hodge,2. methodology、#LLMs 翻譯,3.0,暢銷佳作,邏輯推理教材，家庭教育社群推薦，但非學術標準參考書,推測,DNF,2024-08-26 13:21:10.719862
進化思考,太刀川英輔,#台版、2. methodology,3.0,設計方法論,獲山本七平賞但演化論類比受學界批評，兩極,推測,,2024-09-16 08:17:17.193377
The Definitive Book of BODY LANGUAGE,Pease| Barbara & Pease| Allan,3. communication、#LLMs 翻譯,2.0,品質存疑,肢體語言暢銷書，科學根據薄弱，普及廣但不可靠,推測,DNF,2024-09-16 09:00:21.341192
The Science of Can and Can't,Chiara Marletto,2. methodology、#LLMs 翻譯,4.0,學術佳作,牛津物理學家著作，反事實物理新視角，學術界關注但尚未成為經典,推測,DNF,2024-09-17 07:53:27.441303
大猩猩審判日,須藤古都離,#台版、1. fiction,3.0,新銳類型,メフィスト賞出道作，設定新穎好評,推測,DNF,2024-10-04 05:18:29.314248
寫一手好字：硬筆書法輕鬆自學指南,知乎周刊,#中譯、3. aesthetic/design,2.0,拼湊合輯,知乎內容集結，內容農場性質,推測,DNF,2024-10-04 05:18:31.042177
末日松茸：資本主義廢墟世界中的生活可能,Anna Lowenhaupt Tsing,#台版、2. sociology/science,5.0,學科經典,2016 Victor Turner 民族誌寫作獎，Gregory Bateson 獎，Bruno Latour 推薦，多物種民族誌經典,推測,,2024-10-04 05:18:33.153294
理想的下午：關於旅行也關於晃蕩,舒國治,#台版、1. non-fiction/散文,4.0,台灣散文經典,舒國治代表作，台灣晃蕩美學散文的定調之書,推測,,2024-10-08 04:50:42.099317
這兒可沒人讀托爾斯泰,Mark Hodkinson,#中譯、1. BoB,2.0,小眾紀實,英國作家獨立書店紀實，學術圈知名度有限,推測,DNF,2024-10-08 04:50:54.254362
How We Think,John Dewey,2. philosophy、#原文書,5.0,哲學正典,杜威思維理論經典，教育哲學必讀,推測,,2024-10-08 05:20:25.256000
死神放長假,José Saramago,#台版、1. fiction,4.0,領域重要作品,諾貝爾獎得主作品，非其最經典但具文學深度。原書名：Death with Interruptions,推測,DNF,2024-10-21 08:10:58.611000
在德黑蘭讀《洛麗塔》：以閱讀來記憶,Azar Nafisi,#中譯、1. BoB,4.0,回憶錄佳作,NYT 暢銷榜逾 100 週，翻譯 32 種語言，Susan Sontag 推薦，Kirkus 稱「世紀最佳非虛構」,推測,read,2024-10-24 06:28:23.265614
狐狸讀書,董啟章,#台版、1. BoB,4.0,名家書話,香港重要小說家的閱讀隨筆，名家小品,推測,skim,2024-10-24 06:34:14.649571
Writing to Learn,William Zinsser,2. methodology、#LLMs 翻譯,4.0,優秀普及作品,寫作教學經典，跨學科寫作指導，長銷不衰但非學術專著,推測,read,2024-10-31 07:04:56.988880
深度工作力：淺薄時代，個人成功的關鍵能力,Cal Newport,#台版、2. methodology,4.0,工作效率經典,Georgetown 大學教授，New Yorker/Forbes 好評，Adam Grant 推薦，生產力運動里程碑,推測,read,2023-07-03 07:33:50
超預期壽命Ⅰ+Ⅱ冊,Peter Attia| Bill Gifford,#台版、3. health,4.0,長壽醫學代表作,原名 Outlive，實證取向長壽醫學的現象級著作,推測,,2024-11-13 02:01:25.882530
秩序之上,Jordan B. Peterson,#台版、2. philosophy,3.0,爭議暢銷,原名 Beyond Order，《生存的十二條法則》續作，評價兩極,推測,,2024-11-17 06:19:29.629113
Rewire 神經可塑性,Nicole Vignola,#台版、2. sociology/science,3.0,流行暢銷,Bristol 神經科學學士，Instagram 知名腦科學專家，實用但非學術著作,推測,,2024-11-18 08:09:17.360031
大腦不滿足,Michael Easter,#台版、2. sociology/science,3.0,流行暢銷,NYT 暢銷書作者，Men's Health 編輯，不適感與健康研究，Dr. Peter Attia 推薦,推測,,2024-11-18 08:09:17.406000
權力之路,Robert A.Caro,#中譯、1. bio,5.0,傳記經典,原名 The Path to Power，卡羅 LBJ 傳記首部曲，普立茲獎得主，傳記大師,推測,,2024-11-29 07:37:01.885539
禪者的初心,鈴木俊隆,#台版、2. philosophy,5.0,禪學經典,原名 Zen Mind,推測,,2024-11-29 07:54:09.589725
叔本華的眼淚,Irvin D. Yalom,#台版、1. fiction,3.0,暢銷好評,心理治療師的通俗小說，具教育性但非文學經典。原書名：The Schopenhauer Cure,推測,read,2024-12-03 05:33:31.999462
德黑蘭文具店,Marjan Kamali,#台版、1. fiction,3.0,暢銷好評,好評通俗小說，但非領域經典。原書名：The Stationery Shop,推測,,2024-12-04 10:30:55.535627
方舟,夕木春央,#台版、1. fiction,3.0,話題推理,結局翻轉引發熱議的本格推理，このミス上榜,推測,read,2024-12-04 10:42:36.497131
法庭遊戲,五十嵐律人,#台版、1. fiction,3.0,暢銷類型,メフィスト賞出道、影視化的法庭推理暢銷作,推測,read,2024-12-04 10:49:56.127000
如何再次拿起書,Alan Jacobs,#中譯、1. BoB,3.0,閱讀普及作品,Baylor 大學教授，閱讀習慣反思之作，好評但非經典,推測,reread,2024-12-09 06:08:41.614000
一堂终身哲学课：回答一生必然遇到的20个人生难题,Mortimer J.Adler,#中譯、2. philosophy,4.0,哲學普及經典,Great Books 運動推手，亞里斯多德主義哲學普及大師,推測,,2024-12-09 06:08:47.986066
冷思考：社群時代狂潮下，我們如何在衝突中活出自己，與他者共存,Alan Jacobs,#台版、2. methodology,3.0,暢銷佳作,媒體素養批判作品，學術背景但主要為普及讀物,推測,,2024-12-09 06:19:09.338793
臺灣漫遊錄,青山千鶴子| 楊双子,#台版、1. fiction,5.0,台灣文學里程碑,2024 美國國家圖書獎翻譯文學獎，台文首例,推測,,2024-12-10 05:24:29.253694
創造力：生命中缺乏的不是創意，而是釋放內在寶藏的勇氣,Elizabeth Gilbert,#台版、2. mind,3.0,優秀普及作品,TED 演講 6000 萬觀看,推測,,2024-12-20 05:44:44.874171
Reading Like a Writer,Francine Prose,2. methodology、1. BoB、#LLMs 翻譯,3.0,暢銷佳作,作家教學用書，廣受好評但非文學理論經典作品,推測,DNF,2025-01-08 02:19:14.142000
圖解古典樂：從樂理入門到音樂史完全解析，全方位提升藝術涵養,中川右介,#台版、3. aesthetic/design,3.0,大眾樂普,圖解式古典樂入門，普及實用,推測,,2025-01-08 05:13:05.977784
發聲,Robert L. Bernstein,#台版、1. bio,4.0,出版業回憶錄,原名 Speaking Freely，蘭登書屋前總裁，人權觀察創辦人,推測,,2025-01-08 05:13:06.180912
做書的人：探訪十家韓國獨立出版社快樂的生存之道,陳雨汝、廖建華,#台版、1. BoB,3.0,出版田野,韓國獨立出版社訪查，題材可貴的小眾紀實,推測,,2025-01-08 05:13:06.943102
成年人的哲學指南,Kieran Setiya,#中譯、4. self-dev,4.0,哲學佳作,原名 Midlife: A Philosophical Guide，MIT 哲學教授，中年議題的學術取向,推測,,2025-01-08 05:13:06.990651
The Art of Learning,Josh Waitzkin,#中譯、2. methodology,3.0,流行暢銷,國際象棋大師自傳，勵志普及讀物，暢銷但缺乏學術基礎,推測,DNF,2025-01-08 05:13:07.003889
第六病房,Anton P. Chekhov,#台版、1. classic,5.0,學科經典,契訶夫經典中篇，俄國文學正典。原書名：Ward No. 6,推測,,2025-01-08 05:13:07.064695
經濟學的思考方式：經濟學大師寫給大眾的入門書,Thomas Sowell,#台版、2. sociology/science,4.0,經濟學佳作,Hoover Institution 資深研究員，Amazon 經濟學暢銷榜常客，無圖表的經濟學入門，Cato Journal 好評,推測,,2025-01-08 05:13:07.089041
誰偷走了你的專注力？,Johann Hari,#台版、2. methodology,3.0,爭議性作品,WSJ/FT 年度好書，但作者有抄襲前科，書中坦承缺乏長期研究證據，觀點具爭議性,推測,,2025-01-08 05:13:07.101528
不平等的錯覺,Thomas Sowell,#台版、2. sociology/science,4.0,經濟學佳作,Stanford Hoover Institution 資深研究員，Journal of Economic Literature 學術書評，經濟不平等實證分析,推測,,2025-01-08 05:13:07.130961
哲學家的工具箱,Julian Baggini| Peter S. Fosl,#台版、2. philosophy,4.0,哲學工具書,原名 The Philosopher's Toolkit，哲學思考方法論參考書,推測,,2025-01-08 05:13:07.176516
為什麼我們製造出玻璃心世代？：本世紀最大規模心理危機，看美國高等教育的「安全文化」如何讓下一代變得脆弱、反智、反民主,Jonathan Haidt| Greg Lukianoff,#台版、2. sociology/science、📚人為什麼反智,4.0,學術佳作,NYT 暢銷書，國家書評獎決選，Steven Pinker/Nadine Strossen 推薦，大學文化批評,推測,,2025-01-08 05:13:07.200984
沉思錄,Marcus Aurelius Antoninus,#台版、1. classic、📚fundamental reading list,5.0,學科經典,斯多噶哲學正典，兩千年持續影響力。原書名：Meditations,推測,,2025-01-08 05:13:07.218946
愛默生散文精選集,Ralph Waldo Emerson,#台版、1. classic,5.0,學科經典,美國超驗主義奠基者，思想史正典。原書名：Essays,推測,,2025-01-08 05:13:07.234712
莫泊桑短篇小說選集（附：脂肪球）,Guy de Maupassant,#台版、1. classic,5.0,學科經典,法國短篇小說大師，與契訶夫齊名。原書名：Selected Short Stories,推測,,2025-01-08 05:13:07.259537
從0到1,Peter Thiel| Blake Masters,#台版、4. self-dev,4.0,創業圈經典,PayPal 共同創辦人，史丹佛課程講義，創業思維必讀,推測,,2025-01-08 05:13:07.281113
向編輯學思考：激發自我才能、學習用新角度看世界，精準企畫的10種武器,安藤昭子,#台版、1. BoB,3.0,編輯方法論,松岡正剛編集工學的普及版，好評實用,推測,,2025-01-08 05:13:07.300123
覺醒中年,James Hollis,#台版、4. self-dev,4.0,心理學佳作,原名 Finding Meaning in the Second Half of Life，榮格分析師，中年轉化主題,推測,,2025-01-08 05:13:07.315735
謬誤與真相：保守派經濟學家如何戳破執政者的美好謊言,Thomas Sowell,#台版、2. sociology/science,4.0,經濟學佳作,Hoover Institution 資深研究員，經濟謬誤實證分析，清晰易讀的經濟學批判,推測,,2025-01-08 05:13:07.341866
偽歧視：拆穿政治正確、破解直覺偏見，用數字與邏輯重新認識歧視的真相！,Thomas Sowell,#台版、2. sociology/science,4.0,經濟學佳作,Stanford Hoover Institution 資深研究員，實證經濟分析歧視議題，爭議性但論證嚴謹,推測,,2025-01-08 05:13:07.376863
讓你咻咻咻的人生編輯術,陳夏民,#台版、4. self-dev,3.0,獨立出版人隨筆,逗點文創總編的工作隨筆，輕快實用,推測,,2025-01-08 05:13:07.435478
語言與人生：在說與聽之間，語言如何形塑人類思想、引發行動決策和價值判斷？（全新增訂版）,S.I. Hayakawa| Alan R. Hayakawa,#台版、2. sociology/science,5.0,學科經典,1949 年初版，通用語意學經典入門，前美國參議員著作，語言與思維關係必讀,推測,,2025-01-08 05:13:07.466847
聖誕歌聲,Charles Dickens,#台版、1. classic、📚fundamental reading list,5.0,學科經典,狄更斯最知名中篇，西方聖誕文化經典。原書名：A Christmas Carol,推測,,2025-01-08 05:13:07.544413
英文寫作聖經,William Strunk Jr.,#台版、1. BoB,5.0,寫作經典,1918 年初版，TIME 百大影響力非虛構書籍，塑造數代美國作家，英文寫作必讀,推測,,2025-01-08 05:13:07.564517
連結：從石器時代到AI紀元,Yuval Noah Harari,#台版、2. monde,4.0,科普新作,原名 Nexus，2024 新書，資訊網絡與人類社會,推測,,2025-01-08 05:13:07.601059
讀書人：讀書講義,大江健三郎,#台版、1. BoB,4.0,諾獎作家論讀書,1994 諾貝爾文學獎得主，William Blake 影響下的閱讀觀，New Yorker 好評,推測,,2025-01-08 05:13:07.631019
子彈與玫瑰,李桐豪,#台版、1. non-fiction/散文,4.0,名家訪談文集,台灣人物專訪第一筆的代表結集,推測,,2025-01-08 05:13:07.647950
傅科擺,Umberto Eco,#台版、1. fiction,4.0,領域重要作品,Eco重要文學作品，被譽為思考者的達文西密碼，但不及《玫瑰的名字》經典。原書名：Foucault's Pendulum,推測,,2025-01-08 05:13:07.705657
活出意義來,Viktor E. Frankl,#台版、2. mind,5.0,心理學經典,美國十大影響力書籍,推測,,2025-01-13 06:25:57.230037
慢速工作力,Cal Newport,#台版、2. methodology,4.0,工作效率佳作,Georgetown 大學教授，Economist/NPR 2024 年度好書，Yale 心理學教授推薦，Nature 好評,推測,,2025-01-13 07:39:47.526903
再啟蒙的年代︰為理性、科學、人文主義和進步辯護,Steven Pinker,#台版、2. philosophy,4.0,爭議佳作,原名 Enlightenment Now，哈佛心理學家，進步主義論述，評價兩極,推測,DNF,2025-01-20 06:44:10.009129
福爾摩斯探案全集,Arthur Conan Doyle,#台版、1. fiction、1. classic,5.0,學科經典,偵探小說鼻祖，世界文學正典。原書名：The Complete Sherlock Holmes,推測,,2025-01-20 06:44:10.028894
如何聽爵士,Ted Gioia,#中譯、3. aesthetic/design,4.0,樂評名家導聆,原名 How to Listen to Jazz，當代最重要爵士樂評家的入門經典,推測,,2025-01-20 06:44:10.077029
我，刀槍不入,David Goggins,#台版、1. bio、2. mind,3.0,勵志暢銷,原名 Can't Hurt Me，海豹部隊/超馬選手，勵志但非文學經典,推測,DNF,2025-01-22 02:18:53.952560
黃仁勳傳：輝達創辦人如何打造全球最搶手的晶片,Stephen Witt,#台版、1. bio,4.0,科技傳記,輝達/黃仁勳傳記，AI 時代重要人物,推測,read,2025-01-26 05:39:36.832230
不當世界的局外人,敏迪,#台版、2. monde,3.0,國際新聞普及,人氣國際新聞創作者的入門書，普及有功,推測,,2025-01-26 05:39:36.911703
無盡的玩笑,David Foster Wallace,#中譯、1. fiction,5.0,學科經典,後現代文學里程碑，與《乃乃尤利西斯》齊名的野心之作。原書名：Infinite Jest,推測,,2025-01-26 05:39:36.981260
羅馬帝國衰亡史（全12冊）,Edward Gibbon,#台版、#中譯、2. monde,5.0,歷史學正典,原名 The Decline and Fall of the Roman Empire，18 世紀鉅著，史學里程碑,推測,,2025-01-26 05:39:37.050997
如刀的書寫,Annie Ernaux,#台版、1. bio,5.0,諾貝爾獎,原名 L'écriture comme un couteau，2022 諾貝爾文學獎得主,推測,,2025-01-26 05:39:37.112371
心智與閱讀,Daniel T. Willingham,#中譯、2. methodology,4.0,認知科學佳作,哈佛博士、維吉尼亞大學教授，閱讀認知科學研究，匹茲堡大學教授推薦,推測,DNF,2025-01-26 05:39:37.182940
摩托車修理店的未來工作哲學,Matthew B. Crawford,#中譯、2. philosophy,4.0,哲學佳作,原名 Shop Class as Soulcraft，NYT 暢銷，手工勞動哲學,推測,,2025-01-26 05:39:37.249663
政治秩序的起源（上） ：從史前到法國大革命（全新修訂校對版）,Francis Fukuyama,#台版、2. sociology/science,5.0,學科經典,WSJ 稱「學識淵博」，NYT 稱「頂尖公共知識分子重大成就」，Samuel Huntington 延續之作,推測,,2025-01-26 05:39:38.475195
政治秩序的起源（下）：從工業革命到民主全球化的政治秩序與政治衰敗（全新修訂校對版）,Francis Fukuyama,#台版、2. sociology/science,5.0,學科經典,上冊續作，國家建構/法治/問責三大支柱理論，Journal of Democracy 重要書評,推測,,2025-01-26 05:39:38.535156
